"gear","year","species","n","landing","coverage"
"HKL",1980,"FLAG",24,630761,0.791666666666667
"HKL",1980,"GBLC",24,630761,0.916666666666667
"HKL",1980,"GRAS",24,630761,0.833333333333333
"HKL",1980,"GSPT",24,630761,0.5
"HKL",1980,"GSRK",24,630761,0.791666666666667
"HKL",1980,"LCOD",24,630761,0.75
"HKL",1980,"LSPN",24,630761,0.791666666666667
"HKL",1980,"MXRF",24,630761,0.833333333333333
"HKL",1980,"OLVE",24,630761,0.708333333333333
"HKL",1980,"POP",24,630761,1
"HKL",1980,"QLBK",24,630761,1
"HKL",1980,"RDBD",24,630761,0.583333333333333
"HKL",1980,"REDS",24,630761,0.791666666666667
"HKL",1980,"REX",24,630761,0.625
"HKL",1980,"REYE",24,630761,0.666666666666667
"HKL",1980,"ROSY",24,630761,0.833333333333333
"HKL",1980,"RSTN",24,630761,0.833333333333333
"HKL",1980,"SBLY",24,630761,0.833333333333333
"HKL",1980,"SHRP",24,630761,0.666666666666667
"HKL",1980,"SLGR",24,630761,0.791666666666667
"HKL",1980,"SNOS",24,630761,0.375
"HKL",1980,"SPKL",24,630761,0.708333333333333
"HKL",1980,"SSPN",24,630761,0.791666666666667
"HKL",1980,"STAR",24,630761,1
"HKL",1980,"STRK",24,630761,0.791666666666667
"HKL",1980,"SWSP",24,630761,1
"HKL",1980,"TIGR",24,630761,0.833333333333333
"HKL",1980,"URCK",24,630761,0.833333333333333
"HKL",1980,"VRML",24,630761,0.375
"HKL",1980,"WDOW",24,630761,0.791666666666667
"HKL",1980,"YEYE",24,630761,0.291666666666667
"HKL",1980,"YMTH",24,630761,0.583333333333333
"HKL",1980,"YTRK",24,630761,0.791666666666667
"HKL",1981,"ARRA",27,637932,0.962962962962963
"HKL",1981,"BANK",27,637932,0.037037037037037
"HKL",1981,"BCAC",27,637932,0.518518518518518
"HKL",1981,"BLCK",27,637932,0.222222222222222
"HKL",1981,"BLGL",27,637932,1
"HKL",1981,"BLUR",27,637932,0.962962962962963
"HKL",1981,"BRNZ",27,637932,1
"HKL",1981,"BRWN",27,637932,1
"HKL",1981,"CBZN",27,637932,1
"HKL",1981,"CLPR",27,637932,0.703703703703704
"HKL",1981,"CNRY",27,637932,0.222222222222222
"HKL",1981,"COPP",27,637932,1
"HKL",1981,"CWCD",27,637932,0.481481481481481
"HKL",1981,"DBRK",27,637932,0.962962962962963
"HKL",1981,"EGLS",27,637932,1
"HKL",1981,"FLAG",27,637932,0.888888888888889
"HKL",1981,"GBLC",27,637932,1
"HKL",1981,"GRAS",27,637932,1
"HKL",1981,"GSPT",27,637932,0.518518518518518
"HKL",1981,"GSRK",27,637932,0.481481481481481
"HKL",1981,"LCOD",27,637932,1
"HKL",1981,"LSPN",27,637932,1
"HKL",1981,"MXRF",27,637932,1
"HKL",1981,"OLVE",27,637932,0.962962962962963
"HKL",1981,"POP",27,637932,0.481481481481481
"HKL",1981,"QLBK",27,637932,0.962962962962963
"HKL",1981,"RDBD",27,637932,0.222222222222222
"HKL",1981,"REDS",27,637932,1
"HKL",1981,"REX",27,637932,1
"HKL",1981,"REYE",27,637932,0.962962962962963
"HKL",1981,"ROSY",27,637932,0.925925925925926
"HKL",1981,"RSTN",27,637932,1
"HKL",1981,"SBLY",27,637932,0.962962962962963
"HKL",1981,"SHRP",27,637932,1
"HKL",1981,"SLGR",27,637932,1
"HKL",1981,"SNOS",27,637932,0.333333333333333
"HKL",1981,"SPKL",27,637932,0.814814814814815
"HKL",1981,"SSPN",27,637932,1
"HKL",1981,"STAR",27,637932,0.407407407407407
"HKL",1981,"STRK",27,637932,0.222222222222222
"HKL",1981,"SWSP",27,637932,1
"HKL",1981,"TIGR",27,637932,1
"HKL",1981,"URCK",27,637932,1
"HKL",1981,"VRML",27,637932,0.481481481481481
"HKL",1981,"WDOW",27,637932,0.740740740740741
"HKL",1981,"YEYE",27,637932,0.518518518518518
"HKL",1981,"YMTH",27,637932,0.962962962962963
"HKL",1981,"YTRK",27,637932,0.703703703703704
"HKL",1982,"ARRA",29,1775568,0.896551724137931
"HKL",1982,"BANK",29,1775568,0.482758620689655
"HKL",1982,"BCAC",29,1775568,0.517241379310345
"HKL",1982,"BLCK",29,1775568,0.655172413793103
"HKL",1982,"BLGL",29,1775568,1
"HKL",1982,"BLUR",29,1775568,0.896551724137931
"HKL",1982,"BRNZ",29,1775568,0.931034482758621
"HKL",1982,"BRWN",29,1775568,0.96551724137931
"HKL",1982,"CBZN",29,1775568,0.896551724137931
"HKL",1982,"CLPR",29,1775568,0.517241379310345
"HKL",1982,"CNRY",29,1775568,0.758620689655172
"HKL",1982,"COPP",29,1775568,0.96551724137931
"HKL",1982,"CWCD",29,1775568,0.896551724137931
"HKL",1982,"DBRK",29,1775568,1
"HKL",1982,"EGLS",29,1775568,0.96551724137931
"HKL",1982,"FLAG",29,1775568,0.931034482758621
"HKL",1982,"GBLC",29,1775568,0.862068965517241
"HKL",1982,"GRAS",29,1775568,1
"HKL",1982,"GSPT",29,1775568,0.586206896551724
"HKL",1982,"GSRK",29,1775568,0.655172413793103
"HKL",1982,"LCOD",29,1775568,1
"HKL",1982,"LSPN",29,1775568,0.896551724137931
"HKL",1982,"MXRF",29,1775568,0.862068965517241
"HKL",1982,"OLVE",29,1775568,0.96551724137931
"HKL",1982,"POP",29,1775568,0.758620689655172
"HKL",1982,"QLBK",29,1775568,1
"HKL",1982,"RDBD",29,1775568,0.241379310344828
"HKL",1982,"REDS",29,1775568,0.96551724137931
"HKL",1982,"REX",29,1775568,0.96551724137931
"HKL",1982,"REYE",29,1775568,0.96551724137931
"HKL",1982,"ROSY",29,1775568,0.896551724137931
"HKL",1982,"RSTN",29,1775568,0.96551724137931
"HKL",1982,"SBLY",29,1775568,0.96551724137931
"HKL",1982,"SHRP",29,1775568,1
"HKL",1982,"SLGR",29,1775568,0.96551724137931
"HKL",1982,"SNOS",29,1775568,0.172413793103448
"HKL",1982,"SPKL",29,1775568,0.724137931034483
"HKL",1982,"SSPN",29,1775568,0.931034482758621
"HKL",1982,"STAR",29,1775568,0.896551724137931
"HKL",1982,"STRK",29,1775568,0.206896551724138
"HKL",1982,"SWSP",29,1775568,0.96551724137931
"HKL",1982,"TIGR",29,1775568,0.931034482758621
"HKL",1982,"URCK",29,1775568,0.931034482758621
"HKL",1982,"VRML",29,1775568,0.448275862068966
"HKL",1982,"WDOW",29,1775568,0.620689655172414
"HKL",1982,"YEYE",29,1775568,0.620689655172414
"HKL",1982,"YMTH",29,1775568,1
"HKL",1982,"YTRK",29,1775568,0.758620689655172
"NET",1978,"ARRA",4,67535,1
"NET",1978,"BANK",4,67535,0.25
"NET",1978,"BCAC",4,67535,0.25
"NET",1978,"BLCK",4,67535,0.75
"NET",1978,"BLGL",4,67535,0
"NET",1978,"BLUR",4,67535,0
"NET",1978,"BRNZ",4,67535,0
"NET",1978,"BRWN",4,67535,0
"NET",1978,"CBZN",4,67535,0
"NET",1978,"CLPR",4,67535,1
"NET",1978,"CNRY",4,67535,1
"NET",1978,"COPP",4,67535,0
"NET",1978,"CWCD",4,67535,0
"NET",1978,"DBRK",4,67535,1
"NET",1978,"EGLS",4,67535,0
"NET",1978,"FLAG",4,67535,0
"NET",1978,"GBLC",4,67535,0
"NET",1978,"GRAS",4,67535,0
"NET",1978,"GSPT",4,67535,1
"NET",1978,"GSRK",4,67535,0
"NET",1978,"LCOD",4,67535,0
"NET",1978,"LSPN",4,67535,0
"NET",1978,"MXRF",4,67535,0
"NET",1978,"OLVE",4,67535,0
"NET",1978,"POP",4,67535,1
"NET",1978,"QLBK",4,67535,0
"NET",1978,"RDBD",4,67535,0
"NET",1978,"REDS",4,67535,0
"NET",1978,"REX",4,67535,0
"NET",1978,"REYE",4,67535,0
"NET",1978,"ROSY",4,67535,0
"NET",1978,"RSTN",4,67535,0
"NET",1978,"SBLY",4,67535,0
"NET",1978,"SHRP",4,67535,0
"NET",1978,"SLGR",4,67535,0
"NET",1978,"SNOS",4,67535,0.25
"NET",1978,"SPKL",4,67535,0
"NET",1978,"SSPN",4,67535,0
"NET",1978,"STAR",4,67535,0
"NET",1978,"STRK",4,67535,0
"NET",1978,"SWSP",4,67535,0
"NET",1978,"TIGR",4,67535,0
"NET",1978,"URCK",4,67535,0
"NET",1978,"VRML",4,67535,1
"NET",1978,"WDOW",4,67535,0
"NET",1978,"YEYE",4,67535,0.75
"NET",1978,"YMTH",4,67535,0
"NET",1978,"YTRK",4,67535,0
"NET",1979,"ARRA",1,746,1
"NET",1979,"BANK",1,746,1
"NET",1979,"BCAC",1,746,0
"NET",1979,"BLCK",1,746,1
"NET",1979,"BLGL",1,746,0
"NET",1979,"BLUR",1,746,0
"NET",1979,"BRNZ",1,746,0
"NET",1979,"BRWN",1,746,0
"NET",1979,"CBZN",1,746,0
"NET",1979,"CLPR",1,746,1
"NET",1979,"CNRY",1,746,1
"NET",1979,"COPP",1,746,0
"NET",1979,"CWCD",1,746,0
"NET",1979,"DBRK",1,746,1
"NET",1979,"EGLS",1,746,0
"NET",1979,"FLAG",1,746,0
"NET",1979,"GBLC",1,746,0
"NET",1979,"GRAS",1,746,0
"NET",1979,"GSPT",1,746,1
"NET",1979,"GSRK",1,746,0
"NET",1979,"LCOD",1,746,0
"NET",1979,"LSPN",1,746,0
"NET",1979,"MXRF",1,746,0
"NET",1979,"OLVE",1,746,0
"NET",1979,"POP",1,746,1
"NET",1979,"QLBK",1,746,0
"NET",1979,"RDBD",1,746,0
"NET",1979,"REDS",1,746,0
"NET",1979,"REX",1,746,0
"NET",1979,"REYE",1,746,0
"NET",1979,"ROSY",1,746,0
"NET",1979,"RSTN",1,746,0
"NET",1979,"SBLY",1,746,0
"NET",1979,"SHRP",1,746,0
"NET",1979,"SLGR",1,746,0
"NET",1979,"SNOS",1,746,1
"NET",1979,"SPKL",1,746,0
"NET",1979,"SSPN",1,746,0
"NET",1979,"STAR",1,746,0
"NET",1979,"STRK",1,746,0
"NET",1979,"SWSP",1,746,0
"NET",1979,"TIGR",1,746,0
"NET",1979,"URCK",1,746,0
"NET",1979,"VRML",1,746,1
"NET",1979,"WDOW",1,746,0
"NET",1979,"YEYE",1,746,1
"NET",1979,"YMTH",1,746,0
"NET",1979,"YTRK",1,746,1
"NET",1982,"ARRA",1,150192,1
"NET",1982,"BANK",1,150192,0
"NET",1982,"BCAC",1,150192,1
"NET",1982,"BLCK",1,150192,1
"NET",1982,"BLGL",1,150192,0
"NET",1982,"BLUR",1,150192,0
"NET",1982,"BRNZ",1,150192,1
"NET",1982,"BRWN",1,150192,0
"NET",1982,"CBZN",1,150192,0
"NET",1982,"CLPR",1,150192,1
"NET",1982,"CNRY",1,150192,1
"NET",1982,"COPP",1,150192,1
"NET",1982,"CWCD",1,150192,0
"NET",1982,"DBRK",1,150192,1
"NET",1982,"EGLS",1,150192,0
"NET",1982,"FLAG",1,150192,1
"NET",1982,"GBLC",1,150192,0
"NET",1982,"GRAS",1,150192,0
"NET",1982,"GSPT",1,150192,1
"NET",1982,"GSRK",1,150192,1
"NET",1982,"LCOD",1,150192,1
"NET",1982,"LSPN",1,150192,1
"NET",1982,"MXRF",1,150192,1
"NET",1982,"OLVE",1,150192,1
"NET",1982,"POP",1,150192,1
"NET",1982,"QLBK",1,150192,0
"NET",1982,"RDBD",1,150192,1
"NET",1982,"REDS",1,150192,1
"NET",1982,"REX",1,150192,0
"NET",1982,"REYE",1,150192,0
"NET",1982,"ROSY",1,150192,1
"NET",1982,"RSTN",1,150192,1
"NET",1982,"SBLY",1,150192,1
"NET",1982,"SHRP",1,150192,0
"NET",1982,"SLGR",1,150192,0
"NET",1982,"SNOS",1,150192,1
"NET",1982,"SPKL",1,150192,1
"NET",1982,"SSPN",1,150192,0
"NET",1982,"STAR",1,150192,1
"NET",1982,"STRK",1,150192,1
"NET",1982,"SWSP",1,150192,0
"NET",1982,"TIGR",1,150192,0
"NET",1982,"URCK",1,150192,0
"NET",1982,"VRML",1,150192,1
"NET",1982,"WDOW",1,150192,1
"NET",1982,"YEYE",1,150192,1
"NET",1982,"YMTH",1,150192,0
"NET",1982,"YTRK",1,150192,1
"TWL",1978,"ARRA",119,5764425,0.991596638655462
"TWL",1978,"BANK",119,5764425,0.34453781512605
"TWL",1978,"BCAC",119,5764425,0.285714285714286
"TWL",1978,"BLCK",119,5764425,0.46218487394958
"TWL",1978,"BLGL",119,5764425,0.403361344537815
"TWL",1978,"BLUR",119,5764425,0.857142857142857
"TWL",1978,"BRNZ",119,5764425,0.815126050420168
"TWL",1978,"BRWN",119,5764425,0.983193277310924
"TWL",1978,"CBZN",119,5764425,1
"TWL",1978,"CLPR",119,5764425,0.302521008403361
"TWL",1978,"CNRY",119,5764425,0.478991596638655
"TWL",1978,"COPP",119,5764425,0.789915966386555
"TWL",1978,"CWCD",119,5764425,0.663865546218487
"TWL",1978,"DBRK",119,5764425,0.823529411764706
"TWL",1978,"EGLS",119,5764425,1
"TWL",1978,"FLAG",119,5764425,0.781512605042017
"TWL",1978,"GBLC",119,5764425,0.991596638655462
"TWL",1978,"GRAS",119,5764425,0.991596638655462
"TWL",1978,"GSPT",119,5764425,0.73109243697479
"TWL",1978,"GSRK",119,5764425,0.596638655462185
"TWL",1978,"LCOD",119,5764425,0.756302521008403
"TWL",1978,"LSPN",119,5764425,0.991596638655462
"TWL",1978,"MXRF",119,5764425,0.991596638655462
"TWL",1978,"OLVE",119,5764425,0.974789915966387
"TWL",1978,"POP",119,5764425,0.100840336134454
"TWL",1978,"QLBK",119,5764425,0.848739495798319
"TWL",1978,"RDBD",119,5764425,0.0588235294117647
"TWL",1978,"REDS",119,5764425,1
"TWL",1978,"REX",119,5764425,1
"TWL",1978,"REYE",119,5764425,1
"TWL",1978,"ROSY",119,5764425,0.983193277310924
"TWL",1978,"RSTN",119,5764425,0.991596638655462
"TWL",1978,"SBLY",119,5764425,0.974789915966387
"TWL",1978,"SHRP",119,5764425,0.823529411764706
"TWL",1978,"SLGR",119,5764425,1
"TWL",1978,"SNOS",119,5764425,0.756302521008403
"TWL",1978,"SPKL",119,5764425,0.53781512605042
"TWL",1978,"SSPN",119,5764425,0.705882352941177
"TWL",1978,"STAR",119,5764425,0.974789915966387
"TWL",1978,"STRK",119,5764425,0.605042016806723
"TWL",1978,"SWSP",119,5764425,0.823529411764706
"TWL",1978,"TIGR",119,5764425,1
"TWL",1978,"URCK",119,5764425,0.823529411764706
"TWL",1978,"VRML",119,5764425,0.495798319327731
"TWL",1978,"WDOW",119,5764425,0.722689075630252
"TWL",1978,"YEYE",119,5764425,0.588235294117647
"TWL",1978,"YMTH",119,5764425,1
"TWL",1978,"YTRK",119,5764425,0.798319327731092
"TWL",1979,"ARRA",72,7304535,0.652777777777778
"TWL",1979,"BANK",72,7304535,0.819444444444444
"TWL",1979,"BCAC",72,7304535,0.402777777777778
"TWL",1979,"BLCK",72,7304535,0.166666666666667
"TWL",1979,"BLGL",72,7304535,0.25
"TWL",1979,"BLUR",72,7304535,0.861111111111111
"TWL",1979,"BRNZ",72,7304535,1
"TWL",1979,"BRWN",72,7304535,0.75
"TWL",1979,"CBZN",72,7304535,1
"TWL",1979,"CLPR",72,7304535,0.263888888888889
"TWL",1979,"CNRY",72,7304535,0.583333333333333
"TWL",1979,"COPP",72,7304535,0.611111111111111
"TWL",1979,"CWCD",72,7304535,0.388888888888889
"TWL",1979,"DBRK",72,7304535,0.5
"TWL",1979,"EGLS",72,7304535,0.75
"TWL",1979,"FLAG",72,7304535,0.75
"TWL",1979,"GBLC",72,7304535,0.777777777777778
"TWL",1979,"GRAS",72,7304535,0.777777777777778
"TWL",1979,"GSPT",72,7304535,0.805555555555556
"TWL",1979,"GSRK",72,7304535,0.805555555555556
"TWL",1979,"LCOD",72,7304535,0.166666666666667
"TWL",1979,"LSPN",72,7304535,0.986111111111111
"TWL",1979,"MXRF",72,7304535,0.763888888888889
"TWL",1979,"OLVE",72,7304535,0.611111111111111
"TWL",1979,"POP",72,7304535,0.319444444444444
"TWL",1979,"QLBK",72,7304535,1
"TWL",1979,"RDBD",72,7304535,0.527777777777778
"TWL",1979,"REDS",72,7304535,0.861111111111111
"TWL",1979,"REX",72,7304535,0.777777777777778
"TWL",1979,"REYE",72,7304535,1
"TWL",1979,"ROSY",72,7304535,1
"TWL",1979,"RSTN",72,7304535,0.986111111111111
"TWL",1979,"SBLY",72,7304535,0.736111111111111
"TWL",1979,"SHRP",72,7304535,0.638888888888889
"TWL",1979,"SLGR",72,7304535,0.833333333333333
"TWL",1979,"SNOS",72,7304535,0.833333333333333
"TWL",1979,"SPKL",72,7304535,0.222222222222222
"TWL",1979,"SSPN",72,7304535,1
"TWL",1979,"STAR",72,7304535,0.75
"TWL",1979,"STRK",72,7304535,0.666666666666667
"TWL",1979,"SWSP",72,7304535,1
"TWL",1979,"TIGR",72,7304535,0.861111111111111
"TWL",1979,"URCK",72,7304535,1
"TWL",1979,"VRML",72,7304535,0
"TWL",1979,"WDOW",72,7304535,0.625
"TWL",1979,"YEYE",72,7304535,0.333333333333333
"TWL",1979,"YMTH",72,7304535,0.791666666666667
"TWL",1979,"YTRK",72,7304535,0.833333333333333
"TWL",1980,"ARRA",247,18260573,0.979757085020243
"TWL",1980,"BANK",247,18260573,0.894736842105263
"TWL",1980,"BCAC",247,18260573,0.331983805668016
"TWL",1980,"BLCK",247,18260573,0.554655870445344
"TWL",1980,"BLGL",247,18260573,0.0647773279352227
"TWL",1980,"BLUR",247,18260573,0.574898785425101
"TWL",1980,"BRNZ",247,18260573,0.631578947368421
"TWL",1980,"BRWN",247,18260573,0.591093117408907
"TWL",1980,"CBZN",247,18260573,0.834008097165992
"TWL",1980,"CLPR",247,18260573,0.42914979757085
"TWL",1980,"CNRY",247,18260573,0.643724696356275
"TWL",1980,"COPP",247,18260573,0.54251012145749
"TWL",1980,"CWCD",247,18260573,0.587044534412955
"TWL",1980,"DBRK",247,18260573,0.878542510121457
"TWL",1980,"EGLS",247,18260573,0.591093117408907
"TWL",1980,"FLAG",247,18260573,0.566801619433198
"TWL",1980,"GBLC",247,18260573,0.736842105263158
"TWL",1980,"GRAS",247,18260573,0.59919028340081
"TWL",1980,"GSPT",247,18260573,0.688259109311741
"TWL",1980,"GSRK",247,18260573,0.554655870445344
"TWL",1980,"LCOD",247,18260573,0.311740890688259
"TWL",1980,"LSPN",247,18260573,0.680161943319838
"TWL",1980,"MXRF",247,18260573,0.445344129554656
"TWL",1980,"OLVE",247,18260573,0.473684210526316
"TWL",1980,"POP",247,18260573,0.17004048582996
"TWL",1980,"QLBK",247,18260573,0.846153846153846
"TWL",1980,"RDBD",247,18260573,0.769230769230769
"TWL",1980,"REDS",247,18260573,0.591093117408907
"TWL",1980,"REX",247,18260573,0.566801619433198
"TWL",1980,"REYE",247,18260573,0.898785425101215
"TWL",1980,"ROSY",247,18260573,0.712550607287449
"TWL",1980,"RSTN",247,18260573,0.834008097165992
"TWL",1980,"SBLY",247,18260573,0.639676113360324
"TWL",1980,"SHRP",247,18260573,0.720647773279352
"TWL",1980,"SLGR",247,18260573,0.866396761133603
"TWL",1980,"SNOS",247,18260573,0.777327935222672
"TWL",1980,"SPKL",247,18260573,0.129554655870445
"TWL",1980,"SSPN",247,18260573,0.591093117408907
"TWL",1980,"STAR",247,18260573,0.712550607287449
"TWL",1980,"STRK",247,18260573,0.712550607287449
"TWL",1980,"SWSP",247,18260573,0.854251012145749
"TWL",1980,"TIGR",247,18260573,0.647773279352227
"TWL",1980,"URCK",247,18260573,0.696356275303644
"TWL",1980,"VRML",247,18260573,0.210526315789474
"TWL",1980,"WDOW",247,18260573,0.62753036437247
"TWL",1980,"YEYE",247,18260573,0.0728744939271255
"TWL",1980,"YMTH",247,18260573,0.825910931174089
"TWL",1980,"YTRK",247,18260573,0.854251012145749
"TWL",1981,"ARRA",210,15828056,0.857142857142857
"TWL",1981,"BANK",210,15828056,0.538095238095238
"TWL",1981,"BCAC",210,15828056,0.39047619047619
"TWL",1981,"BLCK",210,15828056,0.0619047619047619
"TWL",1981,"BLGL",210,15828056,0.428571428571429
"TWL",1981,"BLUR",210,15828056,0.885714285714286
"TWL",1981,"BRNZ",210,15828056,0.847619047619048
"TWL",1981,"BRWN",210,15828056,0.785714285714286
"TWL",1981,"CBZN",210,15828056,0.819047619047619
"TWL",1981,"CLPR",210,15828056,0.571428571428571
"TWL",1981,"CNRY",210,15828056,0.738095238095238
"TWL",1981,"COPP",210,15828056,0.771428571428571
"TWL",1981,"CWCD",210,15828056,0.6
"TWL",1981,"DBRK",210,15828056,0.842857142857143
"TWL",1981,"EGLS",210,15828056,0.885714285714286
"TWL",1981,"FLAG",210,15828056,0.8
"TWL",1981,"GBLC",210,15828056,0.928571428571429
"TWL",1981,"GRAS",210,15828056,0.904761904761905
"TWL",1981,"GSPT",210,15828056,0.895238095238095
"TWL",1981,"GSRK",210,15828056,0.452380952380952
"TWL",1981,"LCOD",210,15828056,0.523809523809524
"TWL",1981,"LSPN",210,15828056,0.952380952380952
"TWL",1981,"MXRF",210,15828056,0.933333333333333
"TWL",1981,"OLVE",210,15828056,0.895238095238095
"TWL",1981,"POP",210,15828056,0.133333333333333
"TWL",1981,"QLBK",210,15828056,0.804761904761905
"TWL",1981,"RDBD",210,15828056,0.461904761904762
"TWL",1981,"REDS",210,15828056,0.814285714285714
"TWL",1981,"REX",210,15828056,0.847619047619048
"TWL",1981,"REYE",210,15828056,0.780952380952381
"TWL",1981,"ROSY",210,15828056,0.723809523809524
"TWL",1981,"RSTN",210,15828056,0.80952380952381
"TWL",1981,"SBLY",210,15828056,0.847619047619048
"TWL",1981,"SHRP",210,15828056,0.904761904761905
"TWL",1981,"SLGR",210,15828056,0.704761904761905
"TWL",1981,"SNOS",210,15828056,0.538095238095238
"TWL",1981,"SPKL",210,15828056,0.395238095238095
"TWL",1981,"SSPN",210,15828056,0.647619047619048
"TWL",1981,"STAR",210,15828056,0.838095238095238
"TWL",1981,"STRK",210,15828056,0.714285714285714
"TWL",1981,"SWSP",210,15828056,0.942857142857143
"TWL",1981,"TIGR",210,15828056,0.885714285714286
"TWL",1981,"URCK",210,15828056,0.866666666666667
"TWL",1981,"VRML",210,15828056,0.171428571428571
"TWL",1981,"WDOW",210,15828056,0.647619047619048
"TWL",1981,"YEYE",210,15828056,0.314285714285714
"TWL",1981,"YMTH",210,15828056,0.876190476190476
"TWL",1981,"YTRK",210,15828056,0.847619047619048
"TWL",1982,"ARRA",219,9197127,0.812785388127854
"TWL",1982,"BANK",219,9197127,0.223744292237443
"TWL",1982,"BCAC",219,9197127,0.305936073059361
"TWL",1982,"BLCK",219,9197127,0.178082191780822
"TWL",1982,"BLGL",219,9197127,0.26027397260274
